Time,Hand:x,Hand:y,Hand:z
702.368,322.2706,298.57443,89.76044
702.785,326.1362,300.33719,90.62035
703.203,322.06863,298.04132,93.8143
703.62,319.11523,305.70236,100.63556
704.037,327.91714,305.48129,96.74876
704.454,331.53564,308.14435,94.40323
704.871,329.60687,296.63428,90.37218
705.288,332.43488,289.76474,95.85258
705.705,331.77625,289.4664,91.51894
706.122,332.57315,289.85876,90.51328
706.539,332.81134,289.31934,91.48814
706.956,315.4722,259.89169,110.33556
707.373,239.34906,155.13409,177.95888
707.79,114.9182,139.22762,250.75858
708.208,35.00785,137.0235,347.61517
708.625,91.16136,95.67392,392.06726
709.042,112.5323,90.0906,386.97739
709.459,111.46725,54.67022,328.23163
709.876,121.4493,91.93444,341.08273
710.293,207.32774,173.27563,229.84755
710.71,270.83862,230.4426,138.09937
711.127,283.86487,240.71582,127.66041
711.544,286.69958,247.32288,124.36163
711.961,297.13055,254.95915,120.01305
712.378,299.49933,257.86035,119.65355
712.795,309.74194,260.23032,118.41135
713.213,319.76154,259.36301,119.26708
713.63,323.03842,259.62881,114.51653
714.047,322.38861,260.59113,111.65451
714.464,322.47723,261.46448,111.32958
714.881,326.54611,261.35672,110.34817
715.298,328.70367,261.7691,108.9539
715.715,316.68469,264.90903,115.31436
716.132,299.49377,307.11407,100.01933
716.549,310.21838,321.33167,82.02859
716.966,323.55783,325.09924,83.83985
717.383,326.75909,324.37262,78.70062
717.8,328.92902,324.21506,78.11387
718.218,335.82092,316.13303,74.35824
718.635,334.28131,316.83875,76.23281
719.052,331.79428,317.43573,80.07726
719.469,330.6019,315.04883,84.7364
719.886,330.33524,313.17847,83.78159
720.303,329.82373,312.81232,82.41662
720.72,328.36813,313.23267,86.3009
721.137,330.33777,316.78394,104.5174
721.554,331.74698,319.54245,109.07004
721.971,334.75165,318.79294,112.5271
722.388,325.72275,304.50177,117.84574
722.805,221.66559,199.53461,157.73026
723.222,133.55475,205.62909,136.7907
723.64,44.09455,176.88863,304.15524
724.057,-23.03642,130.25452,334.63025
724.474,16.91683,113.60596,305.86624
724.891,81.24332,155.59235,287.80084
725.308,299.6821,259.51389,119.99675
725.725,317.92871,263.57794,120.24786
726.142,319.02859,268.23718,109.71089
726.559,321.28125,266.85764,105.6835
726.976,321.16364,267.07553,98.2084
727.393,322.37198,266.3317,98.6113
727.81,325.35883,266.31604,97.86117
728.227,325.23834,266.26755,96.82772
728.645,325.61688,265.67493,96.43108
729.062,324.32443,264.28256,95.12663
729.479,326.31827,263.86121,92.90054
729.896,326.43707,264.6207,89.95098
730.313,324.25842,264.14719,90.8385
730.73,325.11179,264.06693,90.12599
731.147,324.92239,264.72452,90.34326
731.564,321.4903,263.51184,93.11122
731.981,315.92139,263.55743,111.71329
732.398,311.15875,295.53552,135.22395
732.815,327.9754,312.05161,127.72521
733.232,333.10367,315.47531,122.67332
733.65,331.47046,313.73553,122.39629
734.067,325.80652,315.63062,116.51318
734.484,327.38217,318.50677,116.43391
734.901,330.1604,315.8447,108.83749
735.318,329.2341,310.76511,100.5906
735.735,329.58685,303.85437,84.30167
736.152,327.70593,301.34747,77.74125
736.569,327.94946,301.23969,76.82456
736.986,328.82419,301.09503,78.59334
737.403,328.96332,300.03363,78.65495
737.82,329.39474,298.96527,78.81789
738.237,329.62491,298.53799,78.73366
738.655,329.47861,298.99554,78.20917
739.072,329.24249,298.39603,78.02512
739.489,312.92767,254.41937,133.04906
739.906,292.22586,152.57996,276.47055
740.323,229.76553,171.79813,220.7565
740.74,55.82403,132.38239,271.75858
741.157,34.60561,95.10588,278.30856
741.574,182.56004,180.83888,199.50616
741.991,315.49213,256.95105,114.65785
742.408,332.5491,265.44687,108.73112
742.825,335.88361,266.24799,104.67878
743.242,331.42984,264.64182,100.95348
743.66,324.9006,266.07837,102.2942
744.077,299.08347,272.74649,101.34723
744.494,294.28198,303.69678,83.02494
744.911,305.97919,307.17886,75.35947
745.328,316.57629,310.17218,69.38231
745.745,319.36411,304.95627,62.92668
746.162,323.05737,305.19876,64.18792
746.579,320.12573,303.86246,67.89697
746.996,316.39584,299.40439,66.5043
747.413,315.42087,299.50876,68.66901
747.83,314.34583,300.15768,74.50717
748.247,315.16406,298.02762,75.00716
748.665,314.06534,295.88525,75.56911
749.082,314.84497,295.33615,73.88695
749.499,317.18219,295.47595,75.17603
749.916,316.99063,291.47025,85.83821
750.333,316.34537,291.33234,85.72569
750.75,312.48233,298.84351,87.52798
751.167,321.25064,302.64746,89.2774
751.584,330.89877,312.07928,100.20502
752.001,340.40787,313.84549,95.95798
752.418,346.02124,315.10907,89.59493
752.835,340.42606,314.26663,97.29169
753.253,330.35376,307.55991,103.62399
753.67,296.43954,262.23056,148.69827
754.087,250.81316,218.11647,173.21951
754.504,102.71697,184.2036,226.38231
754.921,60.1101,176.60486,345.89746
755.338,127.83089,80.38506,410.00894
755.755,148.43521,73.02616,380.88303
756.172,151.339,104.58234,364.49243
756.589,175.22934,204.43715,198.64928
757.006,182.95766,221.118,167.83379
757.423,203.43547,223.6115,163.2991
757.84,209.68265,221.24571,162.90149
758.258,216.55898,226.38303,161.44991
758.675,213.88518,241.93854,156.29192
759.092,219.47768,238.60486,155.10876
759.509,226.88791,238.66942,153.44003
759.926,257.01443,258.24185,136.15175
760.343,255.899,258.4299,135.70679
760.76,287.47137,302.51563,115.42347
761.177,312.69434,335.92664,93.98427
761.594,322.43784,338.13113,92.80388
762.011,325.71906,337.07651,90.95746
762.428,322.87024,325.8696,102.21162
762.845,311.57733,306.47852,115.40608
763.263,310.76413,302.37717,119.2598
763.68,310.3374,295.65842,130.76468
764.097,220.23427,233.68391,279.00424
764.514,95.42715,124.3996,402.61581
764.931,144.01563,179.08784,126.24526
765.348,164.18089,157.33218,68.41977
765.765,165.72878,153.78175,73.49786
766.182,172.49019,158.44797,78.72632
766.599,217.2603,176.51384,71.69128
767.016,252.71304,187.15086,93.43928
767.433,263.35742,192.40045,107.20401
767.85,269.26053,194.55783,111.13128
768.268,275.90167,197.49055,109.20262
768.685,276.85489,207.3956,118.68011
769.102,294.50369,288.18954,148.77246
769.519,308.30301,323.44891,119.27283
769.936,299.83737,327.68289,113.0696
770.353,293.5365,333.42435,112.11573
770.77,297.87616,333.92096,113.9072
771.187,297.0918,335.90314,110.23409
771.604,301.97232,329.19583,118.61521
772.021,313.0827,329.07016,124.0427
772.438,316.35931,325.58197,120.43653
772.855,320.3844,321.53317,119.95641
773.273,321.03458,321.02457,127.86214
773.69,317.59387,328.64755,122.46626
774.107,308.96249,325.18155,124.591
774.524,311.00885,323.81104,117.05074
774.941,311.0672,324.84842,114.35172
775.358,312.90741,324.81006,111.81633
775.775,324.1748,332.43475,106.01849
776.192,305.46277,329.38824,100.0934
776.609,304.38763,328.99637,101.34866
777.026,304.53354,329.9191,105.11222
777.443,305.14325,331.71173,105.44505
777.86,303.69299,334.0166,103.83033
778.278,315.29401,336.31027,118.94408
778.695,327.02606,344.70728,126.11209
779.112,329.46548,344.07764,131.04907
779.529,333.91531,342.16064,130.40045
779.946,333.66681,339.60193,130.43231
780.363,317.40973,323.71249,139.26407
780.78,296.00204,315.12204,144.22456
781.197,283.45444,282.34872,154.9073
781.614,220.45663,230.838,131.28491
782.031,204.38693,231.66002,74.43914
782.448,292.71344,192.18652,93.61375
782.865,326.16272,145.58913,224.62669
783.283,247.41527,117.58562,413.05362
783.7,125.31366,110.42359,424.81445
784.117,125.44054,81.70261,308.8855
784.534,129.78943,102.57193,306.01013
784.951,270.16727,229.75891,137.58215
785.368,285.64853,237.76724,123.22192
785.785,287.20865,238.91939,120.19543
786.202,295.45441,239.18983,122.27977
786.619,297.69244,238.78723,122.8242
787.036,298.63293,238.30122,119.84621
787.453,297.92499,239.45369,116.6887
787.87,300.10419,241.01924,115.69687
788.287,299.18347,240.23985,114.08627
788.705,301.28073,240.88676,114.47206
789.122,297.92813,240.92488,111.92258
789.539,298.09818,240.05867,114.27874
789.956,299.96375,237.1657,113.01778
790.373,299.5527,237.67833,111.14181
790.79,300.4642,238.89624,111.27976
791.207,298.30814,238.68082,114.33718
791.624,300.28912,243.14117,110.00213
792.041,302.67322,240.19514,104.64772
792.458,309.40256,229.71707,121.08978
792.875,304.97168,224.8187,134.99825
793.292,294.40143,229.88818,136.56242
793.71,303.93524,283.53793,180.4951
794.127,331.0108,296.35526,161.89474
794.544,337.79269,304.92456,160.00967
794.961,336.77115,308.67068,157.11526
795.378,335.64081,297.64349,153.86024
795.795,339.63135,295.20795,147.33363
796.212,338.67969,295.76093,145.9127
796.629,339.80438,295.87924,145.93172
797.046,338.92767,295.27829,147.37558
797.463,318.78461,270.21475,178.80502
797.88,283.35251,229.18248,197.09145
798.297,282.82059,218.34921,151.08482
798.715,266.25345,224.16939,220.66997
799.132,134.6096,149.25604,352.89526
799.549,34.5703,73.78874,357.99533
799.966,23.17889,122.82782,326.61548
800.383,127.25959,156.79431,249.99628
800.8,141.71983,140.61659,250.62799
801.217,227.14424,201.96761,196.30876
801.634,273.35254,243.57167,127.65761
802.051,285.54254,245.87558,123.59686
802.468,286.76376,242.82097,123.99341
802.885,272.13943,251.77492,130.69063
803.302,284.63177,248.56012,127.31624
803.72,276.49274,247.3709,124.03973
804.137,276.67065,244.83403,122.652
804.554,277.41653,244.65427,116.52605
804.971,279.44992,246.80522,115.80511
805.388,283.9371,246.95909,114.40404
805.805,283.44748,245.53638,114.05058
806.222,282.87668,246.88676,114.34889
806.639,295.2955,262.73578,122.2808
807.056,318.77121,329.44781,111.90369
807.473,325.66888,341.37527,105.60786
807.89,325.00388,342.08768,105.78805
808.307,324.26917,336.79901,114.9341
808.725,322.98578,329.94394,127.11652
809.142,327.99991,323.73022,123.54363
809.559,321.57098,313.38568,135.16893
809.976,311.15161,304.0246,149.52829
810.393,196.3212,238.10258,271.21991
810.81,120.10425,112.21884,328.44598
811.227,111.98882,179.35208,319.97672
811.644,164.96658,233.56468,332.02322
812.061,57.43252,113.73214,342.68439
812.478,185.25415,251.89143,318.12286
812.895,164.17908,168.34785,297.1145
813.313,153.82391,157.92445,279.26047
813.73,210.8632,208.67429,213.85901
814.147,241.95566,240.11748,140.62375
814.564,257.095,238.01996,140.57611
814.981,253.77362,247.61293,165.27368
815.398,268.86795,250.68845,157.01637
815.815,275.56113,252.60921,154.44987
816.232,273.09839,252.92305,150.99066
816.649,275.9953,254.04343,150.25745
817.066,281.2352,250.51306,144.90657
817.483,280.42883,249.40681,140.06635
817.9,283.08966,251.62973,138.58534
818.318,279.42697,254.1788,134.5121
818.735,278.18604,254.97276,132.66202
819.152,289.26529,286.98975,117.12211
819.569,317.54822,331.21234,104.78381
819.986,324.41089,330.98691,100.74445
820.403,330.36096,328.40698,110.07453
820.82,329.45129,327.884,114.15295
821.237,330.64603,316.06232,117.82774
821.654,330.66281,314.75925,120.98009
822.071,330.25049,308.54443,118.66603
822.488,300.8259,267.0918,166.50171
822.905,253.74234,191.48181,248.41057
823.323,201.05237,139.99556,358.10513
823.74,138.97665,72.76544,449.20285
824.157,152.19836,141.0358,265.35681
824.574,154.72876,147.29523,221.44977
824.991,262.19016,216.55757,156.32594
825.408,306.4892,241.21753,150.61354
825.825,302.28757,241.45078,155.368
826.242,298.27261,249.75031,144.90903
826.659,298.56702,249.12708,147.93806
827.076,297.23697,248.9267,145.79552
827.493,296.30112,245.85614,146.19313
827.91,300.25607,242.71846,145.0192
828.328,300.81104,244.08847,140.65509
828.745,303.07043,281.9924,153.80417
829.162,320.75815,327.90234,131.00427
829.579,330.40793,332.66226,128.81436
829.996,331.55264,332.86508,127.07669
830.413,337.13321,321.01825,126.82603
830.83,340.98132,319.83517,119.08813
831.247,341.86044,317.75894,121.30294
831.664,340.48788,318.09067,120.56309
832.081,339.8913,316.74918,120.80473
832.498,339.7811,316.96481,120.43347
832.915,339.67505,315.45447,120.65535
833.333,340.52127,313.33969,120.75021
833.75,344.64572,308.60205,121.15343
834.167,345.64615,310.93127,118.54533
834.584,334.61221,303.48547,164.84196
835.001,274.00772,237.08333,196.12787
835.418,196.46625,191.09317,172.30588
835.835,150.84206,175.10796,116.11116
836.252,152.75728,174.31239,121.63938
836.669,255.4763,210.3338,136.94054
837.086,278.04581,232.74277,131.83453
837.503,289.21664,237.00754,126.75995
837.92,286.21396,238.84488,121.63176
838.338,284.44077,248.86107,110.87284
838.755,278.20184,241.50743,111.10085
839.172,249.30644,209.29344,151.26361
839.589,258.0589,215.57074,158.86058
840.006,262.09445,233.22957,160.37509
840.423,309.14642,300.47064,178.45718
840.84,337.11209,332.0043,168.64626
841.257,338.16696,331.69171,166.22025
841.674,338.4368,330.49564,160.43044
842.091,338.60483,328.7663,161.72421
842.508,343.21094,319.01303,160.98068
842.925,330.42166,298.14563,182.49635
843.343,185.48521,147.91299,333.62573
843.76,131.5498,143.65942,190.20166
844.177,152.46765,151.53598,88.56084
844.594,160.60307,156.58165,95.05329
845.011,180.18634,170.63829,87.14267
845.428,205.39349,189.21396,94.56534
845.845,215.10847,191.40359,92.261
846.262,217.57294,190.33438,90.15989
846.679,218.7417,189.29092,88.26901
847.096,220.17053,188.80939,87.20277
847.513,220.85715,188.53717,86.28262
847.93,220.95372,188.40973,86.48656
848.348,220.21713,189.23917,88.18053
848.765,221.02583,190.96317,91.14777
849.182,220.14296,193.01254,94.31073
849.599,223.40993,194.58904,95.13851
850.016,228.78105,196.39447,93.60399
850.433,228.48331,196.59448,94.22269
850.85,228.96449,196.58369,93.78614
851.267,229.41684,197.36613,94.3829
851.684,231.09839,198.10376,94.66942
852.101,262.87823,220.09058,109.32852
852.518,272.11182,258.36481,161.1431
852.935,309.35117,314.8732,173.58282
853.352,329.52612,323.42105,158.73415
853.77,328.29593,321.2338,161.22479
854.187,330.02078,326.11346,152.03709
854.604,330.9537,325.16364,146.56152
855.021,331.51385,321.79181,144.08804
855.438,327.27505,300.34656,150.35953
855.855,321.58414,299.54736,124.94942
856.272,320.47672,293.56781,127.07037
856.689,310.24207,285.57599,146.1217
857.106,237.79805,233.45131,198.64299
857.523,186.04031,220.76288,237.6208
857.94,152.92191,164.70461,322.11282
858.357,123.93149,116.40023,302.64767
858.775,152.67839,155.73074,283.8374
859.192,220.99825,217.88741,168.95795
859.609,250.23088,227.19965,168.04131
860.026,253.67487,227.74095,161.83321
860.443,252.14275,239.41911,166.34447
860.86,262.97623,233.9373,166.67383
861.277,255.25581,229.98625,167.08604
861.694,244.72385,229.52917,164.48099
862.111,251.38225,227.82788,161.48381
862.528,255.63628,230.89587,165.11552
862.945,266.78741,238.0009,166.43309
863.362,274.66296,245.04561,168.99945
863.78,296.49304,257.13947,163.25465
864.197,304.47659,276.37836,194.28339
864.614,330.73715,296.06082,185.53111
865.031,336.85678,297.88855,177.56143
865.448,336.86697,299.82913,180.6947
865.865,348.50452,292.32529,173.45702
866.282,351.08258,287.3298,172.18015
866.699,351.62537,286.08014,170.63533
867.116,351.69284,285.20264,172.21281
867.533,280.86426,198.20268,242.86781
867.95,211.00075,128.61754,373.76944
868.367,159.70612,94.28256,469.9325
868.785,149.35909,146.7036,324.88596
869.202,149.69899,147.72935,232.0491
869.619,204.88017,192.8269,199.18138
870.036,243.44203,213.233,155.76538
870.453,255.81161,222.55336,154.1096
870.87,267.41443,223.38298,150.10289
871.287,266.55777,225.2932,144.65691
871.704,267.97366,225.00218,142.34006
872.121,267.5144,224.12042,142.0248
872.538,269.45203,224.63531,140.37474
872.955,267.75327,225.5768,137.4987
873.372,268.41058,226.1609,134.38937
873.79,268.41431,227.60652,134.52979
874.207,270.55191,228.35094,134.31236
874.624,270.02881,228.52611,133.30815
875.041,269.70267,227.19028,134.93019
875.458,268.18805,226.73259,132.8598
875.875,272.57529,232.25682,140.40948
876.292,315.6983,329.37857,136.20981
876.709,320.64838,348.71964,126.43259
877.126,320.13788,340.98288,125.04881
877.543,319.86395,335.11865,132.90559
877.96,319.59653,330.76971,140.03703
878.378,325.69128,324.16721,135.33511
878.795,333.06808,312.92322,140.12585
879.212,315.95078,285.38358,180.25127
879.629,254.02473,153.7735,305.53412
880.046,95.53197,144.68825,314.95334
880.463,-19.70515,131.07306,309.23816
880.88,15.30938,125.48012,300.96228
881.297,100.75761,166.28148,267.73914
881.714,317.94675,263.61072,137.63823
882.131,323.89612,261.33646,129.20926
882.548,327.4281,260.86618,126.15688
882.965,330.47058,260.28024,124.20792
883.383,332.26819,260.11884,124.05466
883.8,323.9827,255.72108,123.19643
884.217,319.79791,255.32948,123.74629
884.634,314.49371,252.40453,121.09131
885.051,313.5455,251.6355,119.55329
885.468,316.04788,253.46472,122.73494
885.885,318.61365,258.11517,121.4463
886.302,314.57175,256.46893,122.01506
886.719,311.68259,255.52858,125.81789
887.136,304.51602,256.2811,120.37074
887.553,300.00674,257.19565,115.19272
887.97,298.99112,256.93433,113.62998
888.388,297.02835,261.50098,117.4826
888.805,310.40973,293.7435,144.66856
889.222,322.81021,306.08487,148.53934
889.639,334.67819,311.24152,156.75206
890.056,334.69501,310.27969,157.33374
890.473,338.90112,311.94229,160.0006
890.89,340.79074,300.49054,164.54346
891.307,332.37311,298.61609,173.9046
891.724,337.35767,301.05438,174.66272
892.141,339.3418,302.0835,172.79822
892.558,306.67523,278.49985,215.28853
892.975,224.86397,257.35593,287.76599
893.393,100.44801,152.65121,351.58231
893.81,48.44241,150.69464,345.12283
894.227,140.13658,208.5045,299.78964
894.644,137.29523,170.33463,279.99808
895.061,179.80348,200.74426,221.42345
895.478,224.62062,226.63295,153.54768
895.895,244.73445,226.4261,143.8027
896.312,249.24153,222.83441,147.86784
896.729,266.04843,230.72968,158.71027
897.146,266.80621,235.76114,154.17429
897.563,259.91489,239.10742,149.61678
897.98,255.36247,240.29521,145.30197
898.398,256.97424,239.3909,141.25883
898.815,256.53683,240.99821,141.6736
899.232,260.93732,239.06285,141.2701
899.649,265.40466,244.65117,142.0303
900.066,317.09467,321.63702,149.20418
900.483,324.20212,325.9433,136.14844
900.9,328.6568,330.08243,129.27191
901.317,332.65421,327.30014,135.03658
901.734,334.10016,325.43826,135.87442
902.151,334.38052,317.10376,137.11012
902.568,319.59628,314.8447,142.33739
902.985,320.66577,317.2435,148.10966
903.403,310.39783,313.01212,158.5493
903.82,315.64856,310.79672,155.63742
904.237,314.51419,318.94965,169.19788
904.654,305.1546,320.18234,171.65363
905.071,305.68701,316.31686,175.19446
905.488,309.31757,306.15884,185.65994
905.905,302.74194,272.99133,231.0576
906.322,231.53159,178.97952,340.09213
906.739,94.01443,91.81148,483.88641
907.156,74.60999,170.33598,197.41467
907.573,138.32449,155.24095,167.70377
907.99,129.77986,118.31366,194.16861
908.408,171.31717,183.49768,231.88565
908.825,234.29912,221.42004,205.4366
909.242,265.59393,250.58395,169.98253
909.659,277.72049,263.54819,156.84213
910.076,278.7272,263.68814,149.66698
910.493,278.47208,265.30026,149.08598
910.91,278.38559,268.91217,145.52551
911.327,303.19943,309.45938,154.95708
911.744,322.89066,315.68628,152.36513
912.161,326.60822,315.29013,150.59306
912.578,331.96371,318.96927,152.27867
912.995,333.97131,320.1821,144.82597
913.412,342.99326,302.47775,121.94951
913.83,341.07349,294.47897,114.82921
914.247,327.65567,269.36569,134.83864
914.664,200.88847,158.40797,204.79605
915.081,186.25208,100.96472,413.55862
915.498,48.11103,154.65265,348.12592
915.915,235.50963,98.12817,377.89426
916.332,209.97913,103.65307,148.35835
916.749,155.65555,92.02472,153.49521
917.166,213.19255,171.58759,165.73462
917.583,245.39221,214.74345,140.11816
918.0,260.77808,225.82742,148.24858
918.417,261.86829,241.17459,141.50919
918.835,260.82605,243.72093,138.67577
919.252,260.79636,246.56412,140.92688
919.669,257.66727,245.86806,137.90829
920.086,263.12631,244.54695,138.36243
920.503,265.74014,245.02357,145.88589
920.92,278.0188,266.23227,144.82086
921.337,306.67001,313.93744,138.54715
921.754,320.31216,318.09982,140.79224
922.171,324.76468,313.19385,134.08012
922.588,330.08792,316.86475,137.0815
923.005,346.78635,316.12811,125.56135
923.422,344.00027,316.2446,126.00827
923.84,341.40689,316.30273,126.35603
924.257,341.92236,313.69885,125.64187
924.674,203.87392,188.16359,287.02411
925.091,86.09758,48.55333,369.72888
925.508,64.46387,32.54433,359.08243
925.925,68.93347,25.69192,319.69431
926.342,185.33197,187.51196,234.49591
926.759,288.18811,270.36838,163.30107
927.176,284.17194,264.86102,175.24246
927.593,291.12585,280.42783,157.36066
928.01,286.6246,285.04074,149.97127
928.427,280.69327,292.09192,149.00107
928.845,291.51596,331.72726,137.90686
929.262,302.95987,332.85599,137.71614
929.679,310.59814,337.68198,133.09744
930.096,313.05661,325.59134,122.11444
930.513,312.49048,311.7916,109.24374
930.93,311.40356,298.60446,115.99566
931.347,272.67075,198.93355,213.9391
931.764,246.05898,133.8325,254.72742
932.181,208.82498,121.86703,198.05196
932.598,185.50995,137.93407,201.7626
933.015,190.87254,201.98048,231.4362
933.432,246.94463,277.9953,249.35809
933.85,241.82799,303.72971,262.6123
934.267,227.69933,292.38541,255.34906
934.684,210.9592,268.08206,257.6442
935.101,183.6969,238.68605,272.9989
